DV,Pressure,Temperature,Timestamp
13.0,0.0049,31.0388190250156,2025-05-21 19:36:28.722
13.0,0.0049,31.03883135911991,2025-05-21 19:36:28.740
13.0,0.0049,31.0388537776327,2025-05-21 19:36:28.758
13.0,0.0049,31.03889686513992,2025-05-21 19:36:28.774
13.0,0.0049,31.038980964802928,2025-05-21 19:36:28.790
13.0,0.0049,31.03914578309644,2025-05-21 19:36:28.809
13.0,-0.00965,31.03936408641287,2025-05-21 19:36:28.827
13.0,-0.00965,31.039528843097052,2025-05-21 19:36:28.846
13.0,-0.00965,31.039612790453404,2025-05-21 19:36:28.862
13.0,-0.00965,31.039655563047187,2025-05-21 19:36:28.879
13.0,-0.00965,31.039677355357824,2025-05-21 19:36:28.897
13.0,-0.00965,31.0396884563187,2025-05-21 19:36:28.918
13.0,-0.00965,31.039694107092583,2025-05-21 19:36:28.934
13.0,-0.00965,31.039696975613005,2025-05-21 19:36:28.951
13.0,-0.0251,31.039698416211586,2025-05-21 19:36:28.967
13.0,-0.0251,31.03969910904671,2025-05-21 19:36:28.985
13.0,-0.0251,31.03969938123075,2025-05-21 19:36:29.006
13.0,-0.0251,31.03969936127159,2025-05-21 19:36:29.022
13.0,-0.0251,31.03969903974579,2025-05-21 19:36:29.038
13.0,-0.0251,31.039698264849456,2025-05-21 19:36:29.056
13.0,-0.0251,31.03969667072616,2025-05-21 19:36:29.073
13.0,-0.0251,31.039693504732977,2025-05-21 19:36:29.092
13.0,-0.0251,31.039687272090703,2025-05-21 19:36:29.109
13.0,-0.0251,31.03967503014482,2025-05-21 19:36:29.130
13.0,-0.0251,31.039650999032517,2025-05-21 19:36:29.147
13.0,-0.0251,31.039603832801635,2025-05-21 19:36:29.165
13.0,-0.0251,31.03951126257872,2025-05-21 19:36:29.183
13.0,-0.0251,31.039329582633172,2025-05-21 19:36:29.200
13.0,-0.03521,31.039088688639364,2025-05-21 19:36:29.220
13.0,-0.03521,31.03890619249943,2025-05-21 19:36:29.238
13.0,-0.03521,31.038811604533027,2025-05-21 19:36:29.255
13.0,-0.03521,31.038760266360313,2025-05-21 19:36:29.272
13.0,-0.03521,31.038727939384085,2025-05-21 19:36:29.288
13.0,-0.03521,31.038699360876542,2025-05-21 19:36:29.308
13.0,-0.03521,31.038661037896738,2025-05-21 19:36:29.324
13.0,-0.03521,31.038594876788004,2025-05-21 19:36:29.340
13.0,-0.03521,31.038469640512076,2025-05-21 19:36:29.360
13.0,-0.03521,31.038226200520228,2025-05-21 19:36:29.386
13.0,-0.03521,31.037749620039424,2025-05-21 19:36:29.404
13.0,-0.03574,31.037118235640307,2025-05-21 19:36:29.424
13.0,-0.03574,31.036640642748804,2025-05-21 19:36:29.441
13.0,-0.03574,31.03639469994008,2025-05-21 19:36:29.461
13.0,-0.03574,31.036264288771257,2025-05-21 19:36:29.479
13.0,-0.03574,31.036187837440604,2025-05-21 19:36:29.496
13.0,-0.03574,31.03612925052611,2025-05-21 19:36:29.513
13.0,-0.03574,31.036060867038948,2025-05-21 19:36:29.530
13.0,-0.03574,31.035950400676107,2025-05-21 19:36:29.549
13.0,-0.03574,31.035745696295866,2025-05-21 19:36:29.567
13.0,-0.03574,31.035350105600152,2025-05-21 19:36:29.584
13.0,-0.03574,31.034576855998083,2025-05-21 19:36:29.601
13.0,-0.02458,31.03355307028341,2025-05-21 19:36:29.618
13.0,-0.02458,31.03277978587619,2025-05-21 19:36:29.637
13.0,-0.02458,31.032384109137436,2025-05-21 19:36:29.654
13.0,-0.02458,31.032179226852204,2025-05-21 19:36:29.672
13.0,-0.02458,31.032068406727102,2025-05-21 19:36:29.689
13.0,-0.02458,31.031999326596537,2025-05-21 19:36:29.706
13.0,-0.02458,31.031939371247077,2025-05-21 19:36:29.724
13.0,-0.02458,31.03186023360256,2025-05-21 19:36:29.742
13.0,-0.02458,31.031724549935618,2025-05-21 19:36:29.760
13.0,-0.02458,31.03146825910857,2025-05-21 19:36:29.777
13.0,-0.02458,31.03097035700705,2025-05-21 19:36:29.795
13.0,-0.02458,31.029995766146833,2025-05-21 19:36:29.813
13.0,-0.00302,31.028705205922236,2025-05-21 19:36:29.831
13.0,-0.00302,31.027731074010784,2025-05-21 19:36:29.848
13.0,-0.00302,31.027234306492993,2025-05-21 19:36:29.866
13.0,-0.00302,31.026980361562437,2025-05-21 19:36:29.882
13.0,-0.00302,31.026849342686805,2025-05-21 19:36:29.900
13.0,-0.00302,31.02677939114414,2025-05-21 19:36:29.917
13.0,-0.00302,31.02673748029603,2025-05-21 19:36:29.936
13.0,-0.00302,31.026703822524183,2025-05-21 19:36:29.953
13.0,-0.00302,31.026662526784342,2025-05-21 19:36:29.970
13.0,-0.00302,31.026594095872944,2025-05-21 19:36:29.991
13.0,-0.00302,31.026466221096285,2025-05-21 19:36:30.008
13.0,-0.00302,31.026218528174564,2025-05-21 19:36:30.025
13.0,-0.00302,31.02573407237363,2025-05-21 19:36:30.043
13.0,-0.00302,31.024784124691276,2025-05-21 19:36:30.060
13.0,0.02333,31.02352569503357,2025-05-21 19:36:30.081
13.0,0.02333,31.02257566223683,2025-05-21 19:36:30.102
13.0,0.02333,31.02209099602159,2025-05-21 19:36:30.128
13.0,0.02333,31.02184286804146,2025-05-21 19:36:30.147
13.0,0.02333,31.021714128155573,2025-05-21 19:36:30.164
13.0,0.02333,31.021643993634964,2025-05-21 19:36:30.182
13.0,0.02333,31.021599351450764,2025-05-21 19:36:30.199
13.0,0.02333,31.021559124422694,2025-05-21 19:36:30.217
13.0,0.02333,31.021504319924464,2025-05-21 19:36:30.235
13.0,0.02333,31.02140906278195,2025-05-21 19:36:30.255
13.0,0.02333,31.0212283786732,2025-05-21 19:36:30.272
13.0,0.02333,31.02087696013397,2025-05-21 19:36:30.289
13.0,0.02333,31.020188889836643,2025-05-21 19:36:30.307
13.0,0.02333,31.019272489792996,2025-05-21 19:36:30.329
13.0,0.02333,31.01856146407069,2025-05-21 19:36:30.347
13.0,0.02333,31.01815329659999,2025-05-21 19:36:30.365
13.0,0.07113,31.01785527684233,2025-05-21 19:36:30.384
13.0,0.07113,31.017526698954818,2025-05-21 19:36:30.405
13.0,0.07113,31.01716469334822,2025-05-21 19:36:30.428
13.0,0.07113,31.01690287185074,2025-05-21 19:36:30.445
13.0,0.07113,31.016769882965104,2025-05-21 19:36:30.464
13.0,0.07113,31.016702937856792,2025-05-21 19:36:30.481
13.0,0.07113,31.016670429333153,2025-05-21 19:36:30.499
13.0,0.07113,31.01665700895134,2025-05-21 19:36:30.516
13.0,0.07113,31.016656340466568,2025-05-21 19:36:30.532
13.0,0.07113,31.016668108263136,2025-05-21 19:36:30.549
13.0,0.07113,31.01669786834092,2025-05-21 19:36:30.567
13.0,0.08898,31.01675967150266,2025-05-21 19:36:30.585
13.0,0.08898,31.016882697243148,2025-05-21 19:36:30.601
13.0,0.08898,31.017125030437857,2025-05-21 19:36:30.618
13.0,0.08898,31.017446460775847,2025-05-21 19:36:30.636
13.0,0.08898,31.01768949802618,2025-05-21 19:36:30.654
13.0,0.08898,31.01781426428788,2025-05-21 19:36:30.672
13.0,0.08898,31.01787966619907,2025-05-21 19:36:30.692
13.0,0.08898,31.01791658235354,2025-05-21 19:36:30.709
13.0,0.08898,31.01794244219514,2025-05-21 19:36:30.726
13.0,0.08898,31.017969455084877,2025-05-21 19:36:30.744
13.0,0.08898,31.01801037477925,2025-05-21 19:36:30.761
13.0,0.10116,31.018084520937233,2025-05-21 19:36:30.778
13.0,0.10116,31.01822690062594,2025-05-21 19:36:30.793
13.0,0.10116,31.01850473641567,2025-05-21 19:36:30.811
13.0,0.10116,31.019049204572344,2025-05-21 19:36:30.829
13.0,0.10116,31.019770348162155,2025-05-21 19:36:30.846
13.0,0.10116,31.020314605148716,2025-05-21 19:36:30.863
13.0,0.10116,31.02059191889722,2025-05-21 19:36:30.881
13.0,0.10116,31.02073321919915,2025-05-21 19:36:30.901
13.0,0.10116,31.020805219007503,2025-05-21 19:36:30.917
13.0,0.10116,31.02084191202055,2025-05-21 19:36:30.933
13.0,0.10116,31.02086062232904,2025-05-21 19:36:30.951
13.0,0.10116,31.02087018374236,2025-05-21 19:36:30.968
13.0,0.10889,31.020875110547507,2025-05-21 19:36:30.986
13.0,0.10889,31.02087772886633,2025-05-21 19:36:31.003
13.0,0.10889,31.0208792749013,2025-05-21 19:36:31.021
13.0,0.10889,31.020880478591103,2025-05-21 19:36:31.038
13.0,0.10889,31.02088190824098,2025-05-21 19:36:31.055
13.0,0.10889,31.02088423884004,2025-05-21 19:36:31.078
13.0,0.10889,31.020888570747896,2025-05-21 19:36:31.097
13.0,0.10889,31.020896949214,2025-05-21 19:36:31.114
13.0,0.10889,31.02091333001345,2025-05-21 19:36:31.131
13.0,0.10889,31.02094544711062,2025-05-21 19:36:31.147
13.0,0.10889,31.02100846414187,2025-05-21 19:36:31.165
13.0,0.10889,31.021132133713436,2025-05-21 19:36:31.182
13.0,0.10889,31.021374844676583,2025-05-21 19:36:31.199
13.0,0.10889,31.021851189603694,2025-05-21 19:36:31.214
13.0,0.10889,31.02278606806183,2025-05-21 19:36:31.232
13.0,0.11503,31.024024798141458,2025-05-21 19:36:31.250
13.0,0.11503,31.02496008556531,2025-05-21 19:36:31.266
13.0,0.11503,31.02543744151128,2025-05-21 19:36:31.284
13.0,0.11503,31.02568224288479,2025-05-21 19:36:31.303
13.0,0.11503,31.025810069216107,2025-05-21 19:36:31.320
13.0,0.11503,31.025881271912244,2025-05-21 19:36:31.339
13.0,0.11503,31.025929468326133,2025-05-21 19:36:31.358
13.0,0.11503,31.025977413717673,2025-05-21 19:36:31.384
13.0,0.11503,31.02604774483009,2025-05-21 19:36:31.402
13.0,0.11503,31.026173667510307,2025-05-21 19:36:31.420
13.0,0.11503,31.026414634383215,2025-05-21 19:36:31.439
13.0,0.11893,31.02673215072798,2025-05-21 19:36:31.457
13.0,0.11893,31.026971599736292,2025-05-21 19:36:31.473
13.0,0.11893,31.02709377004888,2025-05-21 19:36:31.491
13.0,0.11893,31.027156342662952,2025-05-21 19:36:31.510
13.0,0.11893,31.027188860359413,2025-05-21 19:36:31.528
13.0,0.11893,31.027206675911927,2025-05-21 19:36:31.544
13.0,0.11893,31.0272182006834,2025-05-21 19:36:31.561
13.0,0.11893,31.02722887593282,2025-05-21 19:36:31.578
13.0,0.11893,31.027243741829263,2025-05-21 19:36:31.594
13.0,0.11893,31.027269817096936,2025-05-21 19:36:31.612
13.0,0.11893,31.027319412807252,2025-05-21 19:36:31.630
13.0,0.11893,31.027415944878264,2025-05-21 19:36:31.647
13.0,0.11661,31.027543611897354,2025-05-21 19:36:31.664
13.0,0.11661,31.027639934706205,2025-05-21 19:36:31.681
13.0,0.11661,31.027689013092008,2025-05-21 19:36:31.700
13.0,0.11661,31.027714018725312,2025-05-21 19:36:31.718
13.0,0.11661,31.027726757664677,2025-05-21 19:36:31.735
13.0,0.11661,31.027733244421412,2025-05-21 19:36:31.753
13.0,0.11661,31.0277365416266,2025-05-21 19:36:31.771
13.0,0.11661,31.027738206009364,2025-05-21 19:36:31.790
13.0,0.11661,31.027739023384648,2025-05-21 19:36:31.808
13.0,0.10764,31.027739379664713,2025-05-21 19:36:31.827
13.0,0.10764,31.027739443062185,2025-05-21 19:36:31.847
13.0,0.10764,31.027739243509288,2025-05-21 19:36:31.869
13.0,0.10764,31.027738686789927,2025-05-21 19:36:31.889
13.0,0.10764,31.02773751005688,2025-05-21 19:36:31.906
13.0,0.10764,31.027735157732167,2025-05-21 19:36:31.929
13.0,0.10764,31.027730519198705,2025-05-21 19:36:31.946
13.0,0.10764,31.027721404438072,2025-05-21 19:36:31.963
13.0,0.10764,31.027703510044052,2025-05-21 19:36:31.983
13.0,0.10764,31.02766838742984,2025-05-21 19:36:32.002
13.0,0.10764,31.027599453946426,2025-05-21 19:36:32.030
13.0,0.10764,31.027464163617775,2025-05-21 19:36:32.048
13.0,0.10764,31.02728480582718,2025-05-21 19:36:32.064
13.0,0.10764,31.027149028936453,2025-05-21 19:36:32.082
13.0,0.10764,31.027078892605417,2025-05-21 19:36:32.106
13.0,0.10764,31.02704128295043,2025-05-21 19:36:32.130
13.0,0.10764,31.027018443101127,2025-05-21 19:36:32.152
13.0,0.10764,31.026999589543433,2025-05-21 19:36:32.170
13.0,0.10764,31.02697582083489,2025-05-21 19:36:32.193
13.0,0.10764,31.02693591491359,2025-05-21 19:36:32.210
13.0,0.08302,31.02686103075927,2025-05-21 19:36:32.232
13.0,0.08302,31.02671581287022,2025-05-21 19:36:32.255
13.0,0.08302,31.02652376517093,2025-05-21 19:36:32.276
13.0,0.08302,31.026378348059936,2025-05-21 19:36:32.294
13.0,0.08302,31.026302971401893,2025-05-21 19:36:32.317
13.0,0.08302,31.026262047166377,2025-05-21 19:36:32.338
13.0,0.08302,31.02623625355037,2025-05-21 19:36:32.366
13.0,0.08302,31.02621341246033,2025-05-21 19:36:32.383
13.0,0.08302,31.02618273979641,2025-05-21 19:36:32.400
13.0,0.07819,31.02612975389114,2025-05-21 19:36:32.419
13.0,0.07819,31.026029438193532,2025-05-21 19:36:32.438
13.0,0.07819,31.025834430055895,2025-05-21 19:36:32.464
13.0,0.07819,31.025576594813124,2025-05-21 19:36:32.484
13.0,0.07819,31.025382070553007,2025-05-21 19:36:32.504
13.0,0.07819,31.02528295106642,2025-05-21 19:36:32.525
13.0,0.07819,31.025232438479893,2025-05-21 19:36:32.542
13.0,0.07819,31.025206683985157,2025-05-21 19:36:32.559
13.0,0.07819,31.02519352795924,2025-05-21 19:36:32.576
13.0,0.07819,31.025186758969287,2025-05-21 19:36:32.596
13.0,0.07819,31.02518318113176,2025-05-21 19:36:32.613
13.0,0.0778,31.02518110522091,2025-05-21 19:36:32.630
13.0,0.0778,31.025179551124587,2025-05-21 19:36:32.648
13.0,0.0778,31.02517778509805,2025-05-21 19:36:32.665
13.0,0.0778,31.025174973336664,2025-05-21 19:36:32.685
13.0,0.0778,31.025169788306787,2025-05-21 19:36:32.701
13.0,0.0778,31.02515978196939,2025-05-21 19:36:32.719
13.0,0.0778,31.0251402299728,2025-05-21 19:36:32.735
13.0,0.0778,31.025101901116436,2025-05-21 19:36:32.762
13.0,0.0778,31.0250266989691,2025-05-21 19:36:32.788
13.0,0.0778,31.024879117893132,2025-05-21 19:36:32.809
13.0,0.0778,31.024589479556305,2025-05-21 19:36:32.830
13.0,0.0778,31.02402103528585,2025-05-21 19:36:32.862
13.0,0.0784,31.02326776644873,2025-05-21 19:36:32.882
13.0,0.0784,31.02269875643408,2025-05-21 19:36:32.902
13.0,0.0784,31.022407719500706,2025-05-21 19:36:32.927
13.0,0.0784,31.02225724664811,2025-05-21 19:36:32.949
13.0,0.0784,31.02217629423234,2025-05-21 19:36:32.968
13.0,0.0784,31.02212664170727,2025-05-21 19:36:32.990
13.0,0.0784,31.02208484633056,2025-05-21 19:36:33.012
13.0,0.0784,31.02203117500211,2025-05-21 19:36:33.033
13.0,0.0784,31.021940287558,2025-05-21 19:36:33.049
13.0,0.0784,31.021769272768015,2025-05-21 19:36:33.069
13.0,0.07782,31.021544799330727,2025-05-21 19:36:33.092
13.0,0.07782,31.021375707124974,2025-05-21 19:36:33.117
13.0,0.07782,31.02128957257047,2025-05-21 19:36:33.135
13.0,0.07782,31.021245728447077,2025-05-21 19:36:33.155
13.0,0.07782,31.021223474367716,2025-05-21 19:36:33.174
13.0,0.07782,31.021212303381372,2025-05-21 19:36:33.194
13.0,0.07782,31.02120694126375,2025-05-21 19:36:33.217
13.0,0.07782,31.02120485636631,2025-05-21 19:36:33.235
13.0,0.07782,31.02120506433403,2025-05-21 19:36:33.252
13.0,0.07782,31.021207663355927,2025-05-21 19:36:33.269
13.0,0.07782,31.0212138805237,2025-05-21 19:36:33.286
13.0,0.07782,31.021226651185785,2025-05-21 19:36:33.305
13.0,0.07782,31.02124374245171,2025-05-21 19:36:33.324
13.0,0.07782,31.02125669896421,2025-05-21 19:36:33.343
13.0,0.07782,31.021263375579473,2025-05-21 19:36:33.361
13.0,0.07782,31.021266924567623,2025-05-21 19:36:33.383
13.0,0.07782,31.021269021533577,2025-05-21 19:36:33.408
13.0,0.07782,31.021270656530348,2025-05-21 19:36:33.428
13.0,0.05825,31.021272601498712,2025-05-21 19:36:33.445
13.0,0.05825,31.021275774728156,2025-05-21 19:36:33.464
13.0,0.05825,31.021281674414393,2025-05-21 19:36:33.481
13.0,0.05825,31.021293086011426,2025-05-21 19:36:33.500
13.0,0.05825,31.021315397344512,2025-05-21 19:36:33.517
13.0,0.05825,31.021359142396204,2025-05-21 19:36:33.535
13.0,0.05825,31.021444974778262,2025-05-21 19:36:33.552
13.0,0.05825,31.021613419044357,2025-05-21 19:36:33.568
13.0,0.05825,31.021836592859163,2025-05-21 19:36:33.587
13.0,0.05825,31.022005042745345,2025-05-21 19:36:33.603
13.0,0.05825,31.022090889021023,2025-05-21 19:36:33.621
13.0,0.03485,31.022134662799544,2025-05-21 19:36:33.638
13.0,0.03485,31.02215703125564,2025-05-21 19:36:33.655
13.0,0.03485,31.022168555341683,2025-05-21 19:36:33.675
13.0,0.03485,31.02217467599305,2025-05-21 19:36:33.696
13.0,0.03485,31.02217828298931,2025-05-21 19:36:33.714
13.0,0.03485,31.0221810793231,2025-05-21 19:36:33.730
13.0,0.03485,31.02218438524414,2025-05-21 19:36:33.747
13.0,0.03485,31.022189761596614,2025-05-21 19:36:33.768
13.0,0.03485,31.02219974674983,2025-05-21 19:36:33.785
13.0,0.03485,31.022219055053647,2025-05-21 19:36:33.801
13.0,0.03485,31.02225680265251,2025-05-21 19:36:33.820
13.0,0.03485,31.02233081154508,2025-05-21 19:36:33.839
13.0,0.03485,31.022476023990507,2025-05-21 19:36:33.857
13.0,0.03485,31.022761000005403,2025-05-21 19:36:33.874
13.0,0.03485,31.023320287012705,2025-05-21 19:36:33.893
13.0,0.00745,31.024061481871705,2025-05-21 19:36:33.910
13.0,0.00745,31.024621604032944,2025-05-21 19:36:33.927
13.0,0.00745,31.024908644661913,2025-05-21 19:36:33.948
13.0,0.00745,31.025058125960097,2025-05-21 19:36:33.964
13.0,0.00745,31.025140623422963,2025-05-21 19:36:33.981
13.0,0.00745,31.025195087068923,2025-05-21 19:36:33.998
13.0,0.00745,31.02524723114348,2025-05-21 19:36:34.016
13.0,0.00745,31.025321674739075,2025-05-21 19:36:34.039
13.0,0.00745,31.0254535653538,2025-05-21 19:36:34.061
13.0,-0.01723,31.025705173289,2025-05-21 19:36:34.079
13.0,-0.01723,31.026195291697437,2025-05-21 19:36:34.095
13.0,-0.01723,31.026843713371655,2025-05-21 19:36:34.115
13.0,-0.01723,31.02733336203745,2025-05-21 19:36:34.134
13.0,-0.01723,31.02758380870495,2025-05-21 19:36:34.152
13.0,-0.01723,31.027713298250703,2025-05-21 19:36:34.170
13.0,-0.01723,31.02778296734505,2025-05-21 19:36:34.188
13.0,-0.01723,31.02782570927239,2025-05-21 19:36:34.205
13.0,-0.01723,31.0278617040334,2025-05-21 19:36:34.226
13.0,-0.01723,31.027907946048956,2025-05-21 19:36:34.243
13.0,-0.01723,31.02798626783723,2025-05-21 19:36:34.261
13.0,-0.01723,31.028133647930517,2025-05-21 19:36:34.281
13.0,-0.01723,31.028419669769914,2025-05-21 19:36:34.300
13.0,-0.01723,31.02897937454972,2025-05-21 19:36:34.320
13.0,-0.03477,31.02972055637464,2025-05-21 19:36:34.338
13.0,-0.03477,31.03028022854135,2025-05-21 19:36:34.356
13.0,-0.03477,31.030566169756764,2025-05-21 19:36:34.379
13.0,-0.03477,31.03071338314967,2025-05-21 19:36:34.399
13.0,-0.03477,31.030791373455937,2025-05-21 19:36:34.423
13.0,-0.03477,31.030836962703273,2025-05-21 19:36:34.445
13.0,-0.03477,31.030871675214527,2025-05-21 19:36:34.462
13.0,-0.03477,31.030911900014353,2025-05-21 19:36:34.481
13.0,-0.03477,31.030976628677024,2025-05-21 19:36:34.499
13.0,-0.03477,31.031096421931505,2025-05-21 19:36:34.522
13.0,-0.03477,31.0313278384804,2025-05-21 19:36:34.540
13.0,-0.03477,31.031780138397032,2025-05-21 19:36:34.559
13.0,-0.0409,31.03237886580193,2025-05-21 19:36:34.575
13.0,-0.0409,31.0328306955651,2025-05-21 19:36:34.593
13.0,-0.0409,31.033060949830716,2025-05-21 19:36:34.611
13.0,-0.0409,31.03317833991637,2025-05-21 19:36:34.628
13.0,-0.0409,31.033238289902258,2025-05-21 19:36:34.645
13.0,-0.0409,31.03326910433221,2025-05-21 19:36:34.663
13.0,-0.0409,31.03328533180655,2025-05-21 19:36:34.679
13.0,-0.0409,31.033294633899377,2025-05-21 19:36:34.697
13.0,-0.0409,31.033301402463163,2025-05-21 19:36:34.715
13.0,-0.0409,31.03330883318024,2025-05-21 19:36:34.732
13.0,-0.0409,31.03332043435931,2025-05-21 19:36:34.749
13.0,-0.0409,31.033341683334136,2025-05-21 19:36:34.767
13.0,-0.0409,31.033382612509737,2025-05-21 19:36:34.787
13.0,-0.0409,31.03346254602152,2025-05-21 19:36:34.805
13.0,-0.0409,31.033619223354417,2025-05-21 19:36:34.820
13.0,-0.0409,31.0339266175106,2025-05-21 19:36:34.839
13.0,-0.02418,31.03433392390226,2025-05-21 19:36:34.859
13.0,-0.02418,31.034641573678933,2025-05-21 19:36:34.877
13.0,-0.02418,31.034798882940414,2025-05-21 19:36:34.893
13.0,-0.02418,31.034880123045095,2025-05-21 19:36:34.911
13.0,-0.02418,31.0349236503674,2025-05-21 19:36:34.928
13.0,-0.02418,31.034950015721204,2025-05-21 19:36:34.944
13.0,-0.02418,31.03497166713801,2025-05-21 19:36:34.963
13.0,-0.02418,31.03499882703015,2025-05-21 19:36:34.980
13.0,-0.02418,31.03504431855927,2025-05-21 19:36:34.997
13.0,-0.02418,31.03512961991189,2025-05-21 19:36:35.014
13.0,-0.02418,31.035295004923594,2025-05-21 19:36:35.031
13.0,-0.01049,31.03551350755485,2025-05-21 19:36:35.060
13.0,-0.01049,31.035678190254146,2025-05-21 19:36:35.084
13.0,-0.01049,31.03576175539501,2025-05-21 19:36:35.113
13.0,-0.01049,31.03580365708503,2025-05-21 19:36:35.130
13.0,-0.01049,31.03582367861863,2025-05-21 19:36:35.147
13.0,-0.01049,31.035831272881715,2025-05-21 19:36:35.167
13.0,-0.01049,31.035830025398923,2025-05-21 19:36:35.185
13.0,-0.01049,31.03581934718878,2025-05-21 19:36:35.203
13.0,-0.01049,31.035794196684343,2025-05-21 19:36:35.221
13.0,-0.01049,31.035742699428187,2025-05-21 19:36:35.239
13.0,-0.01049,31.035640541714095,2025-05-21 19:36:35.257
13.0,0.0022,31.035474901408776,2025-05-21 19:36:35.275
13.0,0.0022,31.035238394161755,2025-05-21 19:36:35.292
13.0,0.0022,31.034854766594712,2025-05-21 19:36:35.311
13.0,0.0022,31.03436951959832,2025-05-21 19:36:35.328
13.0,0.0022,31.03400680113532,2025-05-21 19:36:35.347
13.0,0.0022,31.03382198403619,2025-05-21 19:36:35.363
13.0,0.0022,31.033727809503347,2025-05-21 19:36:35.392
13.0,0.0022,31.03367981435377,2025-05-21 19:36:35.412
13.0,0.0022,31.033655338351693,2025-05-21 19:36:35.428
13.0,0.0022,31.033642825496493,2025-05-21 19:36:35.445
13.0,0.0022,31.03363636801933,2025-05-21 19:36:35.463
13.0,0.01279,31.033632917113056,2025-05-21 19:36:35.482
